internal_sku,cardmarket_id,amount,card_name,set_name,set_code,cn,rarity,rarity_short,lang,is_reverse,rarity_quality,name_es,name_de,name_fr,name_it
674203-0001,674203,1,Aerodactyl VSTAR,Lost Origin,LOR,199,Secret Rare,SR,ESP,False,normal,Aerodactyl V-ASTRO [Lost Dive | Ancient Star],Aerodactyl VSTAR [Lost Dive | Ancient Star],Ptéra VSTAR [Lost Dive | Ancient Star],Aerodactyl V ASTRO [Lost Dive | Ancient Star]
674210-0002,674210,1,Arezu,Lost Origin,LOR,204,Secret Rare,SR,ENG,False,normal,Sera,Hinatsu,Marcia,Maru
674210-0001,674210,1,Arezu,Lost Origin,LOR,204,Secret Rare,SR,ESP,False,normal,Sera,Hinatsu,Marcia,Maru
674220-0002,674220,1,Box of Disaster,Lost Origin,LOR,214,Secret Rare,SR,ENG,False,normal,Caja del Desastre,Kiste des Unheils,Boîte à Désastre,Scatola del Disastro
674220-0001,674220,1,Box of Disaster,Lost Origin,LOR,214,Secret Rare,SR,ESP,False,normal,Caja del Desastre,Kiste des Unheils,Boîte à Désastre,Scatola del Disastro
674221-0002,674221,1,Collapsed Stadium,Lost Origin,LOR,215,Secret Rare,SR,ENG,False,normal,Estadio en Ruinas,Stadionruine,Stade en Ruines,Macerie dello Stadio
674221-0001,674221,1,Collapsed Stadium,Lost Origin,LOR,215,Secret Rare,SR,ESP,False,normal,Estadio en Ruinas,Stadionruine,Stade en Ruines,Macerie dello Stadio
674211-0002,674211,1,Colress's Experiment,Lost Origin,LOR,205,Secret Rare,SR,ENG,False,normal,Experimento de Acromo,Achromas' Experiment,Expérience de Nikolaï,Esperimento di Acromio
674211-0001,674211,1,Colress's Experiment,Lost Origin,LOR,205,Secret Rare,SR,ESP,False,normal,Experimento de Acromo,Achromas' Experiment,Expérience de Nikolaï,Esperimento di Acromio
674222-0002,674222,1,Dark Patch,Lost Origin,LOR,216,Secret Rare,SR,ENG,False,normal,Refuerzo Oscuro,Finsterpflaster,Fortifiant Obscur,Distintivo Oscuro
674222-0001,674222,1,Dark Patch,Lost Origin,LOR,216,Secret Rare,SR,ESP,False,normal,Refuerzo Oscuro,Finsterpflaster,Fortifiant Obscur,Distintivo Oscuro
674206-0002,674206,1,Drapion VSTAR,Lost Origin,LOR,200,Secret Rare,SR,ENG,False,normal,Drapion V-ASTRO [Big Bang Arm | Hazard Star],Piondragi VSTAR [Big Bang Arm | Hazard Star],Drascore VSTAR [Big Bang Arm | Hazard Star],Drapion V ASTRO [Big Bang Arm | Hazard Star]
674206-0001,674206,1,Drapion VSTAR,Lost Origin,LOR,200,Secret Rare,SR,ESP,False,normal,Drapion V-ASTRO [Big Bang Arm | Hazard Star],Piondragi VSTAR [Big Bang Arm | Hazard Star],Drascore VSTAR [Big Bang Arm | Hazard Star],Drapion V ASTRO [Big Bang Arm | Hazard Star]
674212-0002,674212,1,Fantina,Lost Origin,LOR,206,Secret Rare,SR,ENG,False,normal,,Lamina,Kiméra,Fannie
674212-0001,674212,1,Fantina,Lost Origin,LOR,206,Secret Rare,SR,ESP,False,normal,,Lamina,Kiméra,Fannie
674207-0002,674207,1,Giratina VSTAR,Lost Origin,LOR,201,Secret Rare,SR,ENG,False,normal,Giratina V-ASTRO [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina V ASTRO [Lost Impact | Star Requiem]
674218-0002,674218,1,Giratina VSTAR,Lost Origin,LOR,212,Secret Rare,SR,ENG,False,normal,Giratina V-ASTRO [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina V ASTRO [Lost Impact | Star Requiem]
674207-0001,674207,1,Giratina VSTAR,Lost Origin,LOR,201,Secret Rare,SR,ESP,False,normal,Giratina V-ASTRO [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina V ASTRO [Lost Impact | Star Requiem]
674218-0001,674218,1,Giratina VSTAR,Lost Origin,LOR,212,Secret Rare,SR,ESP,False,normal,Giratina V-ASTRO [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina VSTAR [Lost Impact | Star Requiem],Giratina V ASTRO [Lost Impact | Star Requiem]
674208-0002,674208,1,Hisuian Goodra VSTAR,Lost Origin,LOR,202,Secret Rare,SR,ENG,False,normal,Goodra de Hisui V-ASTRO [Rolling Iron | Moisture Star],Hisui-Viscogon VSTAR [Rolling Iron | Moisture Star],Muplodocus de Hisui VSTAR [Rolling Iron | Moisture Star],Goodra di Hisui V ASTRO [Rolling Iron | Moisture Star]
674208-0001,674208,1,Hisuian Goodra VSTAR,Lost Origin,LOR,202,Secret Rare,SR,ESP,False,normal,Goodra de Hisui V-ASTRO [Rolling Iron | Moisture Star],Hisui-Viscogon VSTAR [Rolling Iron | Moisture Star],Muplodocus de Hisui VSTAR [Rolling Iron | Moisture Star],Goodra di Hisui V ASTRO [Rolling Iron | Moisture Star]
674209-0002,674209,1,Hisuian Zoroark VSTAR,Lost Origin,LOR,203,Secret Rare,SR,ENG,False,normal,Zoroark de Hisui V-ASTRO [Ticking Curse | Phantom Star],Hisui-Zoroark VSTAR [Ticking Curse | Phantom Star],Zoroark de Hisui VSTAR [Ticking Curse | Phantom Star],Zoroark di Hisui V ASTRO [Ticking Curse | Phantom Star]
674219-0002,674219,1,Hisuian Zoroark VSTAR,Lost Origin,LOR,213,Secret Rare,SR,ENG,False,normal,Zoroark de Hisui V-ASTRO [Ticking Curse | Phantom Star],Hisui-Zoroark VSTAR [Ticking Curse | Phantom Star],Zoroark de Hisui VSTAR [Ticking Curse | Phantom Star],Zoroark di Hisui V ASTRO [Ticking Curse | Phantom Star]
674209-0001,674209,1,Hisuian Zoroark VSTAR,Lost Origin,LOR,203,Secret Rare,SR,ESP,False,normal,Zoroark de Hisui V-ASTRO [Ticking Curse | Phantom Star],Hisui-Zoroark VSTAR [Ticking Curse | Phantom Star],Zoroark de Hisui VSTAR [Ticking Curse | Phantom Star],Zoroark di Hisui V ASTRO [Ticking Curse | Phantom Star]
674219-0001,674219,1,Hisuian Zoroark VSTAR,Lost Origin,LOR,213,Secret Rare,SR,ESP,False,normal,Zoroark de Hisui V-ASTRO [Ticking Curse | Phantom Star],Hisui-Zoroark VSTAR [Ticking Curse | Phantom Star],Zoroark de Hisui VSTAR [Ticking Curse | Phantom Star],Zoroark di Hisui V ASTRO [Ticking Curse | Phantom Star]
674213-0002,674213,1,Iscan,Lost Origin,LOR,207,Secret Rare,SR,ENG,False,normal,Erio,Susuki,Graham,Sinen
674213-0001,674213,1,Iscan,Lost Origin,LOR,207,Secret Rare,SR,ESP,False,normal,Erio,Susuki,Graham,Sinen
674201-0002,674201,1,Kyurem VMAX,Lost Origin,LOR,197,Secret Rare,SR,ENG,False,normal,Kyurem VMAX [Glaciated World | Max Frost],Kyurem VMAX [Glaciated World | Max Frost],Kyurem VMAX [Glaciated World | Max Frost],Kyurem VMAX [Glaciated World | Max Frost]
674201-0001,674201,1,Kyurem VMAX,Lost Origin,LOR,197,Secret Rare,SR,ESP,False,normal,Kyurem VMAX [Glaciated World | Max Frost],Kyurem VMAX [Glaciated World | Max Frost],Kyurem VMAX [Glaciated World | Max Frost],Kyurem VMAX [Glaciated World | Max Frost]
674214-0002,674214,1,Lady,Lost Origin,LOR,208,Secret Rare,SR,ENG,False,normal,Damisela,,Mademoiselle,
674214-0001,674214,1,Lady,Lost Origin,LOR,208,Secret Rare,SR,ESP,False,normal,Damisela,,Mademoiselle,
674223-0002,674223,1,Lost Vacuum,Lost Origin,LOR,217,Secret Rare,SR,ENG,False,normal,Aspiradora Perdida,Nirgendwo-Sauger,Aspirateur Perdu,Aspiratore Perduto
674223-0001,674223,1,Lost Vacuum,Lost Origin,LOR,217,Secret Rare,SR,ESP,False,normal,Aspiradora Perdida,Nirgendwo-Sauger,Aspirateur Perdu,Aspiratore Perduto
674202-0002,674202,1,Magnezone VSTAR,Lost Origin,LOR,198,Secret Rare,SR,ENG,False,normal,Magnezone V-ASTRO [Magnetic Grip | Electro Star],Magnezone VSTAR [Magnetic Grip | Electro Star],Magnézone VSTAR [Magnetic Grip | Electro Star],Magnezone V ASTRO [Magnetic Grip | Electro Star]
674202-0001,674202,1,Magnezone VSTAR,Lost Origin,LOR,198,Secret Rare,SR,ESP,False,normal,Magnezone V-ASTRO [Magnetic Grip | Electro Star],Magnezone VSTAR [Magnetic Grip | Electro Star],Magnézone VSTAR [Magnetic Grip | Electro Star],Magnezone V ASTRO [Magnetic Grip | Electro Star]
674245-0002,674245,1,Mew VMAX,Lost Origin,LOR,TG30,Secret Rare,SR,ENG,False,normal,Mew VMAX [Golpe Fusión Cruzado | Maximilagro],Mew VMAX [Cross-Fusionsangriff | Dyna-Wunder],Mew VMAX [Poing de Fusion Croisé | Miraclomax],Mew VMAX [Colpo Fusione Incrociato | Dynaprodigio]
674245-0001,674245,1,Mew VMAX,Lost Origin,LOR,TG30,Secret Rare,SR,ESP,False,normal,Mew VMAX [Golpe Fusión Cruzado | Maximilagro],Mew VMAX [Cross-Fusionsangriff | Dyna-Wunder],Mew VMAX [Poing de Fusion Croisé | Miraclomax],Mew VMAX [Colpo Fusione Incrociato | Dynaprodigio]
674215-0002,674215,1,Miss Fortune Sisters,Lost Origin,LOR,209,Secret Rare,SR,ENG,False,normal,Hermanas Tres Malezas,Banditenschwestern,Les Détroussœurs,Sorelle Florido
674215-0001,674215,1,Miss Fortune Sisters,Lost Origin,LOR,209,Secret Rare,SR,ESP,False,normal,Hermanas Tres Malezas,Banditenschwestern,Les Détroussœurs,Sorelle Florido
674244-0002,674244,1,Pikachu VMAX,Lost Origin,LOR,TG29,Secret Rare,SR,ENG,False,normal,Pikachu VMAX [Gigaplacaje Eléctrico],Pikachu VMAX [Giga-Volttackle],Pikachu VMAX [Électacle G-Max],Pikachu VMAX [Gigalocomovolt]
674244-0001,674244,1,Pikachu VMAX,Lost Origin,LOR,TG29,Secret Rare,SR,ESP,False,normal,Pikachu VMAX [Gigaplacaje Eléctrico],Pikachu VMAX [Giga-Volttackle],Pikachu VMAX [Électacle G-Max],Pikachu VMAX [Gigalocomovolt]
674216-0002,674216,1,Thorton,Lost Origin,LOR,210,Secret Rare,SR,ENG,False,normal,Espinal,Distmar,Cardus,Spino
674216-0001,674216,1,Thorton,Lost Origin,LOR,210,Secret Rare,SR,ESP,False,normal,Espinal,Distmar,Cardus,Spino
674217-0002,674217,1,Volo,Lost Origin,LOR,211,Secret Rare,SR,ENG,False,normal,Volus,,Percupio,Ethelo
674217-0001,674217,1,Volo,Lost Origin,LOR,211,Secret Rare,SR,ESP,False,normal,Volus,,Percupio,Ethelo
674240-0002,674240,1,Adventurer's Discovery,Lost Origin,LOR,TG23,Ultra Rare,UR,ENG,False,mixed_powertools,Descubrimiento de Aventurera,Entdeckung der Abenteurerin,Découverte de l'Aventurière,Scoperta dell'Avventuriera
674240-0001,674240,1,Adventurer's Discovery,Lost Origin,LOR,TG23,Ultra Rare,UR,ESP,False,mixed_powertools,Descubrimiento de Aventurera,Entdeckung der Abenteurerin,Découverte de l'Aventurière,Scoperta dell'Avventuriera
674105-0002,674105,1,Aerodactyl V,Lost Origin,LOR,092,Ultra Rare,UR,ENG,False,mixed_powertools,Aerodactyl V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush],Ptéra V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush]
674184-0002,674184,1,Aerodactyl V,Lost Origin,LOR,179,Ultra Rare,UR,ENG,False,mixed_powertools,Aerodactyl V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush],Ptéra V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush]
674185-0002,674185,1,Aerodactyl V,Lost Origin,LOR,180,Ultra Rare,UR,ENG,False,mixed_powertools,Aerodactyl V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush],Ptéra V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush]
674105-0001,674105,1,Aerodactyl V,Lost Origin,LOR,092,Ultra Rare,UR,ESP,False,mixed_powertools,Aerodactyl V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush],Ptéra V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush]
674184-0001,674184,1,Aerodactyl V,Lost Origin,LOR,179,Ultra Rare,UR,ESP,False,mixed_powertools,Aerodactyl V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush],Ptéra V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush]
674185-0001,674185,1,Aerodactyl V,Lost Origin,LOR,180,Ultra Rare,UR,ESP,False,mixed_powertools,Aerodactyl V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush],Ptéra V [Bite | Rock Crush],Aerodactyl V [Bite | Rock Crush]
670815-0002,670815,1,Aerodactyl VSTAR,Lost Origin,LOR,093,Ultra Rare,UR,ENG,False,mixed_powertools,Aerodactyl V-ASTRO [Lost Dive | Ancient Star],Aerodactyl VSTAR [Lost Dive | Ancient Star],Ptéra VSTAR [Lost Dive | Ancient Star],Aerodactyl V ASTRO [Lost Dive | Ancient Star]
670815-0001,670815,1,Aerodactyl VSTAR,Lost Origin,LOR,093,Ultra Rare,UR,ESP,False,mixed_powertools,Aerodactyl V-ASTRO [Lost Dive | Ancient Star],Aerodactyl VSTAR [Lost Dive | Ancient Star],Ptéra VSTAR [Lost Dive | Ancient Star],Aerodactyl V ASTRO [Lost Dive | Ancient Star]
674194-0002,674194,1,Arezu,Lost Origin,LOR,189,Ultra Rare,UR,ENG,False,mixed_powertools,Sera,Hinatsu,Marcia,Maru
674194-0001,674194,1,Arezu,Lost Origin,LOR,189,Ultra Rare,UR,ESP,False,mixed_powertools,Sera,Hinatsu,Marcia,Maru
674241-0002,674241,1,Boss's Orders,Lost Origin,LOR,TG24,Ultra Rare,UR,ENG,False,mixed_powertools,Órdenes de Jefes,Befehl vom Boss,Ordres du Boss,Ordini del Capo
674241-0001,674241,1,Boss's Orders,Lost Origin,LOR,TG24,Ultra Rare,UR,ESP,False,mixed_powertools,Órdenes de Jefes,Befehl vom Boss,Ordres du Boss,Ordini del Capo
670830-0002,670830,1,Centiskorch V,Lost Origin,LOR,TG14,Ultra Rare,UR,ENG,False,mixed_powertools,Centiskorch V [Radiating Heat | Burning Train],Infernopod V [Radiating Heat | Burning Train],Scolocendre V [Radiating Heat | Burning Train],Centiskorch V [Radiating Heat | Burning Train]
670830-0001,670830,1,Centiskorch V,Lost Origin,LOR,TG14,Ultra Rare,UR,ESP,False,mixed_powertools,Centiskorch V [Radiating Heat | Burning Train],Infernopod V [Radiating Heat | Burning Train],Scolocendre V [Radiating Heat | Burning Train],Centiskorch V [Radiating Heat | Burning Train]
674233-0002,674233,1,Centiskorch VMAX,Lost Origin,LOR,TG15,Ultra Rare,UR,ENG,False,mixed_powertools,Centiskorch VMAX [G-Max Centiferno],Infernopod VMAX [G-Max Centiferno],Scolocendre VMAX [G-Max Centiferno],Centiskorch VMAX [G-Max Centiferno]
674233-0001,674233,1,Centiskorch VMAX,Lost Origin,LOR,TG15,Ultra Rare,UR,ESP,False,mixed_powertools,Centiskorch VMAX [G-Max Centiferno],Infernopod VMAX [G-Max Centiferno],Scolocendre VMAX [G-Max Centiferno],Centiskorch VMAX [G-Max Centiferno]
674195-0002,674195,1,Colress's Experiment,Lost Origin,LOR,190,Ultra Rare,UR,ENG,False,mixed_powertools,Experimento de Acromo,Achromas' Experiment,Expérience de Nikolaï,Esperimento di Acromio
674195-0001,674195,1,Colress's Experiment,Lost Origin,LOR,190,Ultra Rare,UR,ESP,False,mixed_powertools,Experimento de Acromo,Achromas' Experiment,Expérience de Nikolaï,Esperimento di Acromio
670832-0002,670832,1,Cook,Lost Origin,LOR,TG25,Ultra Rare,UR,ENG,False,mixed_powertools,Chef,Küchenchef,Cuisinier,Cuoco
670832-0001,670832,1,Cook,Lost Origin,LOR,TG25,Ultra Rare,UR,ESP,False,mixed_powertools,Chef,Küchenchef,Cuisinier,Cuoco
674237-0002,674237,1,Crobat V,Lost Origin,LOR,TG20,Ultra Rare,UR,ENG,False,mixed_powertools,Crobat V [Recurso Oscuro | Colmillo Nocivo],Iksbat V [Finstere Bereicherung | Gifthauer],Nostenfer V [Atout Obscur | Croc-Poison],Crobat V [Risorsa Oscura | Dentevelenoso]
674237-0001,674237,1,Crobat V,Lost Origin,LOR,TG20,Ultra Rare,UR,ESP,False,mixed_powertools,Crobat V [Recurso Oscuro | Colmillo Nocivo],Iksbat V [Finstere Bereicherung | Gifthauer],Nostenfer V [Atout Obscur | Croc-Poison],Crobat V [Risorsa Oscura | Dentevelenoso]
674038-0002,674038,1,Delphox V,Lost Origin,LOR,027,Ultra Rare,UR,ENG,False,mixed_powertools,Delphox V [Eerie Glow | Magical Fire],Fennexis V [Eerie Glow | Magical Fire],Goupelin V [Eerie Glow | Magical Fire],Delphox V [Eerie Glow | Magical Fire]
674179-0002,674179,1,Delphox V,Lost Origin,LOR,173,Ultra Rare,UR,ENG,False,mixed_powertools,Delphox V [Eerie Glow | Magical Fire],Fennexis V [Eerie Glow | Magical Fire],Goupelin V [Eerie Glow | Magical Fire],Delphox V [Eerie Glow | Magical Fire]
674038-0001,674038,1,Delphox V,Lost Origin,LOR,027,Ultra Rare,UR,ESP,False,mixed_powertools,Delphox V [Eerie Glow | Magical Fire],Fennexis V [Eerie Glow | Magical Fire],Goupelin V [Eerie Glow | Magical Fire],Delphox V [Eerie Glow | Magical Fire]
674179-0001,674179,1,Delphox V,Lost Origin,LOR,173,Ultra Rare,UR,ESP,False,mixed_powertools,Delphox V [Eerie Glow | Magical Fire],Fennexis V [Eerie Glow | Magical Fire],Goupelin V [Eerie Glow | Magical Fire],Delphox V [Eerie Glow | Magical Fire]
674131-0002,674131,1,Drapion V,Lost Origin,LOR,118,Ultra Rare,UR,ENG,False,mixed_powertools,Drapion V [Wild Style | Dynamic Tail],Piondragi V [Wild Style | Dynamic Tail],Drascore V [Wild Style | Dynamic Tail],Drapion V [Wild Style | Dynamic Tail]
674188-0002,674188,1,Drapion V,Lost Origin,LOR,182,Ultra Rare,UR,ENG,False,mixed_powertools,Drapion V [Wild Style | Dynamic Tail],Piondragi V [Wild Style | Dynamic Tail],Drascore V [Wild Style | Dynamic Tail],Drapion V [Wild Style | Dynamic Tail]
674131-0001,674131,1,Drapion V,Lost Origin,LOR,118,Ultra Rare,UR,ESP,False,mixed_powertools,Drapion V [Wild Style | Dynamic Tail],Piondragi V [Wild Style | Dynamic Tail],Drascore V [Wild Style | Dynamic Tail],Drapion V [Wild Style | Dynamic Tail]
674188-0001,674188,1,Drapion V,Lost Origin,LOR,182,Ultra Rare,UR,ESP,False,mixed_powertools,Drapion V [Wild Style | Dynamic Tail],Piondragi V [Wild Style | Dynamic Tail],Drascore V [Wild Style | Dynamic Tail],Drapion V [Wild Style | Dynamic Tail]
674132-0002,674132,1,Drapion VSTAR,Lost Origin,LOR,119,Ultra Rare,UR,ENG,False,mixed_powertools,Drapion V-ASTRO [Big Bang Arm | Hazard Star],Piondragi VSTAR [Big Bang Arm | Hazard Star],Drascore VSTAR [Big Bang Arm | Hazard Star],Drapion V ASTRO [Big Bang Arm | Hazard Star]
674132-0001,674132,1,Drapion VSTAR,Lost Origin,LOR,119,Ultra Rare,UR,ESP,False,mixed_powertools,Drapion V-ASTRO [Big Bang Arm | Hazard Star],Piondragi VSTAR [Big Bang Arm | Hazard Star],Drascore VSTAR [Big Bang Arm | Hazard Star],Drapion V ASTRO [Big Bang Arm | Hazard Star]
674236-0002,674236,1,Enamorus V,Lost Origin,LOR,TG18,Ultra Rare,UR,ENG,False,mixed_powertools,Enamorus V [Guardian of Love | Blossom Tail],Cupidos V [Guardian of Love | Blossom Tail],Amovénus V [Guardian of Love | Blossom Tail],Enamorus V [Guardian of Love | Blossom Tail]
674095-0002,674095,1,Enamorus V,Lost Origin,LOR,082,Ultra Rare,UR,ENG,False,mixed_powertools,Enamorus V [Guardian of Love | Blossom Tail],Cupidos V [Guardian of Love | Blossom Tail],Amovénus V [Guardian of Love | Blossom Tail],Enamorus V [Guardian of Love | Blossom Tail]
674187-0002,674187,1,Enamorus V,Lost Origin,LOR,178,Ultra Rare,UR,ENG,False,mixed_powertools,Enamorus V [Guardian of Love | Blossom Tail],Cupidos V [Guardian of Love | Blossom Tail],Amovénus V [Guardian of Love | Blossom Tail],Enamorus V [Guardian of Love | Blossom Tail]
674236-0001,674236,1,Enamorus V,Lost Origin,LOR,TG18,Ultra Rare,UR,ESP,False,mixed_powertools,Enamorus V [Guardian of Love | Blossom Tail],Cupidos V [Guardian of Love | Blossom Tail],Amovénus V [Guardian of Love | Blossom Tail],Enamorus V [Guardian of Love | Blossom Tail]
674095-0001,674095,1,Enamorus V,Lost Origin,LOR,082,Ultra Rare,UR,ESP,False,mixed_powertools,Enamorus V [Guardian of Love | Blossom Tail],Cupidos V [Guardian of Love | Blossom Tail],Amovénus V [Guardian of Love | Blossom Tail],Enamorus V [Guardian of Love | Blossom Tail]
674187-0001,674187,1,Enamorus V,Lost Origin,LOR,178,Ultra Rare,UR,ESP,False,mixed_powertools,Enamorus V [Guardian of Love | Blossom Tail],Cupidos V [Guardian of Love | Blossom Tail],Amovénus V [Guardian of Love | Blossom Tail],Enamorus V [Guardian of Love | Blossom Tail]
674238-0002,674238,1,Eternatus V,Lost Origin,LOR,TG21,Ultra Rare,UR,ENG,False,mixed_powertools,Eternatus V [Acelerador de Potencia | Cañón Dinamax],Endynalos V [Kraftbeschleuniger | Dynamax-Kanone],Éthernatos V [Accélérateur de Puissance | Canon Dynamax],Eternatus V [Accelerapotenza | Cannone Dynamax]
674238-0001,674238,1,Eternatus V,Lost Origin,LOR,TG21,Ultra Rare,UR,ESP,False,mixed_powertools,Eternatus V [Acelerador de Potencia | Cañón Dinamax],Endynalos V [Kraftbeschleuniger | Dynamax-Kanone],Éthernatos V [Accélérateur de Puissance | Canon Dynamax],Eternatus V [Accelerapotenza | Cannone Dynamax]
674239-0002,674239,1,Eternatus VMAX,Lost Origin,LOR,TG22,Ultra Rare,UR,ENG,False,mixed_powertools,Eternatus VMAX [Zona Eterna | Final Temido],Endynalos VMAX [Endloszone | Schrecken ohne Ende],Éthernatos VMAX [Zone Éternelle | Effroi Final],Eternatus VMAX [Area Eterna | Finale Spaventoso]
674239-0001,674239,1,Eternatus VMAX,Lost Origin,LOR,TG22,Ultra Rare,UR,ESP,False,mixed_powertools,Eternatus VMAX [Zona Eterna | Final Temido],Endynalos VMAX [Endloszone | Schrecken ohne Ende],Éthernatos VMAX [Zone Éternelle | Effroi Final],Eternatus VMAX [Area Eterna | Finale Spaventoso]
674196-0002,674196,1,Fantina,Lost Origin,LOR,191,Ultra Rare,UR,ENG,False,mixed_powertools,,Lamina,Kiméra,Fannie
674196-0001,674196,1,Fantina,Lost Origin,LOR,191,Ultra Rare,UR,ESP,False,mixed_powertools,,Lamina,Kiméra,Fannie
674142-0002,674142,1,Galarian Perrserker V,Lost Origin,LOR,129,Ultra Rare,UR,ENG,False,mixed_powertools,Perrserker de Galar V [Feelin' Fine | Treasure Rush],Galar-Mauzinger V [Feelin' Fine | Treasure Rush],Berserkatt de Galar V [Feelin' Fine | Treasure Rush],Perrserker di Galar V [Feelin' Fine | Treasure Rush]
